date,people_vaccinated,people_fully_vaccinated,total_vaccinations,location,vaccine,source_url
2021-05-09,60174,946.0,61120.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-10,60245,1100.0,61345.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-11,60487,1179.0,61666.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-12,60585,1179.0,61764.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-13,60645,1179.0,61824.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-14,60669,1179.0,61848.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-15,60671,1179.0,61850.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-16,60671,1179.0,61850.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-17,60671,1179.0,61850.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-18,61806,1179.0,62985.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-19,61806,1179.0,62985.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-20,61806,1179.0,62985.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-21,62360,1179.0,63539.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-22,64639,1179.0,65818.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-23,66299,1179.0,67478.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-24,67324,1179.0,68503.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-25,72120,1179.0,73299.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-26,75586,1179.0,76765.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-27,78282,1179.0,79461.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-28,84900,1179.0,86079.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-29,90865,1179.0,92044.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-30,93293,1179.0,94472.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-05-31,94671,1179.0,95850.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-01,98559,1179.0,99738.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-02,103886,1179.0,105065.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-03,106587,1179.0,107766.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-04,110110,1179.0,111289.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-05,114161,1179.0,115340.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-06,118577,1179.0,119756.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-07,123016,2328.0,125344.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-08,129437,3489.0,132926.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-09,136597,5896.0,142493.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-10,144502,7157.0,151659.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-11,150213,9496.0,159709.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-12,153983,10050.0,164033.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-13,158515,11649.0,170164.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-14,164669,15394.0,180063.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-15,167027,18506.0,185533.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-16,168477,24018.0,192495.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-17,171198,30115.0,201313.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-18,173878,36620.0,210498.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-19,176849,39142.0,215991.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-20,176849,39142.0,215991.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-21,178472,44001.0,222473.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-22,179631,45567.0,225198.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-23,183832,51568.0,235400.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-24,187774,57239.0,245013.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-25,194212,63647.0,257859.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-26,198751,69074.0,267825.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-27,204249,71426.0,275675.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-28,211363,72653.0,284016.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-29,212774,80029.0,292803.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-06-30,213632,88916.0,302548.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-01,214613,97199.0,311812.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-02,216708,102883.0,319591.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-03,219963,105586.0,325549.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-04,219964,112994.0,332958.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-05,219964,120059.0,340023.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-06,220748,123497.0,344245.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-07,221620,129849.0,351469.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-08,225307,137276.0,362583.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-09,225311,140135.0,365446.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-10,225546,140568.0,366114.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-11,225546,140568.0,366114.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-12,225546,140568.0,366114.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-13,226939,142875.0,369814.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-14,227269,144718.0,371987.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-15,229203,146721.0,375924.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-16,234431,151831.0,386262.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-17,248003,157330.0,405333.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-18,250291,164978.0,415269.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-19,252521,173642.0,426163.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-20,262976,174992.0,437968.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-21,279335,176030.0,455365.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-22,296006,177149.0,473155.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-23,308661,179382.0,488043.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-24,326343,181299.0,507642.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-25,335273,181488.0,516761.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-26,349025,182400.0,531425.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-27,357332,185020.0,542352.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-28,365597,186690.0,552287.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-29,376226,189273.0,565499.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-30,382149,191881.0,574030.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-07-31,388805,194710.0,583515.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-01,392650,195070.0,587720.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-02,395743,195086.0,590829.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-03,398479,195165.0,593644.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-04,403251,198702.0,601953.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-05,407591,203184.0,610775.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-06,411887,211120.0,623007.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-07,415826,222741.0,638567.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-08,417070,228175.0,645245.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-09,418721,230454.0,649175.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
2021-08-10,425422,242543.0,667965.0,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
