location,date,vaccine,total_vaccinations,people_vaccinated,people_fully_vaccinated,source_url
Russia,2021-06-11,"Sputnik V, EpiVacCorona",32267143,18274820,13992323,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-12,"Sputnik V, EpiVacCorona",32734213,18462055,14272158,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-13,"Sputnik V, EpiVacCorona",32831196,18514644,14316552,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-14,"Sputnik V, EpiVacCorona",32865706,18533629,14332077,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-15,"Sputnik V, EpiVacCorona",32907158,18550270,14356888,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-16,"Sputnik V, EpiVacCorona",33220101,18712820,14507281,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-17,"Sputnik V, EpiVacCorona",33923089,19213483,14709606,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-18,"Sputnik V, EpiVacCorona",34337450,19436102,14901348,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-19,"Sputnik V, EpiVacCorona",34768902,19558487,15210415,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-20,"Sputnik V, EpiVacCorona",34901304,19657314,15243990,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-21,"Sputnik V, EpiVacCorona",35237844,19861002,15376842,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-22,"Sputnik V, EpiVacCorona",35983165,20345332,15637833,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-23,"Sputnik V, EpiVacCorona",36044137,20390788,15653349,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-24,"Sputnik V, EpiVacCorona",36970273,20682043,16288230,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-25,"Sputnik V, EpiVacCorona",37603085,21096764,16506321,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-26,"Sputnik V, EpiVacCorona",38098213,21461833,16636380,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-27,"Sputnik V, EpiVacCorona",38440164,21614318,16825846,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-28,"Sputnik V, EpiVacCorona",38773378,21790363,16983015,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-29,"Sputnik V, EpiVacCorona",39328425,22194585,17133840,https://gogov.ru/articles/covid-v-stats
Russia,2021-06-30,"Sputnik V, EpiVacCorona",40027944,22691596,17336348,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-01,"Sputnik V, EpiVacCorona",40875355,23352344,17523011,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-02,"Sputnik V, EpiVacCorona",41821794,24221641,17600153,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-03,"Sputnik V, EpiVacCorona",42450067,24647625,17802442,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-04,"Sputnik V, EpiVacCorona",42830589,24969023,17861566,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-05,"Sputnik V, EpiVacCorona",43033292,25134026,17899266,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-06,"Sputnik V, EpiVacCorona",44317901,26086927,18230974,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-07,"Sputnik V, EpiVacCorona",45061139,26676560,18384579,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-08,"Sputnik V, EpiVacCorona",45570931,27056132,18514799,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-09,"Sputnik V, EpiVacCorona",46626243,27899062,18727181,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-10,"Sputnik V, EpiVacCorona",47334968,28443712,18891256,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-11,"Sputnik V, EpiVacCorona",47572228,28645936,18926292,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-12,"Sputnik V, EpiVacCorona",47809152,28738206,19070946,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-13,"Sputnik V, EpiVacCorona",48693756,29428872,19264884,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-14,"Sputnik V, EpiVacCorona",49757693,30101051,19656642,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-15,"Sputnik V, EpiVacCorona",50383638,30538845,19844793,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-16,"Sputnik V, EpiVacCorona",52329289,31765940,20563349,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-17,"Sputnik V, EpiVacCorona",52471287,31874482,20596805,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-18,"Sputnik V, EpiVacCorona",52782888,32086928,20695960,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-19,"Sputnik V, EpiVacCorona",52924914,32163192,20761722,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-20,"Sputnik V, EpiVacCorona",54765404,33185732,21579672,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-21,"Sputnik V, EpiVacCorona",55278232,33485064,21793168,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-22,"Sputnik V, EpiVacCorona",55829776,33840825,21988951,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-23,"Sputnik V, EpiVacCorona",57119002,34479522,22639480,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-24,"Sputnik V, EpiVacCorona",57313547,34561624,22751923,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-25,"Sputnik V, EpiVacCorona",57493823,34655066,22838757,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-26,"Sputnik V, EpiVacCorona",57730452,34775914,22954538,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-27,"Sputnik V, EpiVacCorona",58627941,35277439,23350502,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-28,"Sputnik V, EpiVacCorona",59222211,35565564,23656647,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-29,"Sputnik V, EpiVacCorona",60086288,36024370,24061918,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-30,"Sputnik V, EpiVacCorona",60996545,36287070,24709475,https://gogov.ru/articles/covid-v-stats
Russia,2021-07-31,"Sputnik V, EpiVacCorona",61902078,36621627,25280451,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-01,"Sputnik V, EpiVacCorona",62225609,36759116,25466493,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-02,"Sputnik V, EpiVacCorona",62369448,36816173,25553275,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-03,"Sputnik V, EpiVacCorona",63106022,37159913,25946109,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-04,"Sputnik V, EpiVacCorona",64276556,37716498,26560058,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-05,"Sputnik V, EpiVacCorona",64612870,37841809,26771061,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-06,"Sputnik V, EpiVacCorona",65093022,38052430,27040592,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-07,"Sputnik V, EpiVacCorona",65886173,38390923,27495250,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-08,"Sputnik V, EpiVacCorona",66245526,38591963,27653563,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-09,"Sputnik V, EpiVacCorona",66369168,38619739,27749429,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-10,"Sputnik V, EpiVacCorona",67340478,38955619,28384859,https://gogov.ru/articles/covid-v-stats
Russia,2021-08-11,"Sputnik V, EpiVacCorona",67869313,39295091,28574222,https://gogov.ru/articles/covid-v-stats
