location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Mongolia,2021-06-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3633222,https://ikon.mn/,1924675,1708547
Mongolia,2021-06-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3645291,https://ikon.mn/,1931642,1713649
Mongolia,2021-06-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3672281,https://ikon.mn/,1948459,1723822
Mongolia,2021-06-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3682742,https://ikon.mn/,1956403,1726339
Mongolia,2021-06-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3720002,https://ikon.mn/,1981613,1738389
Mongolia,2021-06-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3767598,https://ikon.mn/,2021411,1746187
Mongolia,2021-07-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3788394,https://ikon.mn/,2038128,1750266
Mongolia,2021-07-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3810163,https://ikon.mn/,2053714,1756449
Mongolia,2021-07-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3827417,https://ikon.mn/,2066119,1761298
Mongolia,2021-07-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3865840,https://ikon.mn/,2088595,1777245
Mongolia,2021-07-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3879567,https://ikon.mn/,2097303,1782264
Mongolia,2021-07-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3888172,https://ikon.mn/,2100918,1787254
Mongolia,2021-07-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3899770,https://ikon.mn/,2103485,1796285
Mongolia,2021-07-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3902647,https://ikon.mn/,2103983,1798664
Mongolia,2021-07-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3912996,https://ikon.mn/,2104832,1808164
Mongolia,2021-07-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3926213,https://ikon.mn/,2105725,1820488
Mongolia,2021-07-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3930877,https://ikon.mn/,2107044,1823833
Mongolia,2021-07-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3950708,https://ikon.mn/,2108868,1841840
Mongolia,2021-07-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3972424,https://ikon.mn/,2111927,1860497
Mongolia,2021-07-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3998762,https://ikon.mn/,2117494,1881268
Mongolia,2021-07-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4024669,https://ikon.mn/,2124499,1900170
Mongolia,2021-07-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4047468,https://ikon.mn/,2131221,1916247
Mongolia,2021-07-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4068492,https://ikon.mn/,2138538,1929954
Mongolia,2021-07-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4091002,https://ikon.mn/,2146874,1944128
Mongolia,2021-07-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4111223,https://ikon.mn/,2155040,1956183
Mongolia,2021-07-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4127311,https://ikon.mn/,2161612,1965699
Mongolia,2021-07-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4154534,https://ikon.mn/,2174672,1979862
Mongolia,2021-08-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4161918,https://ikon.mn/,2178913,1983005
Mongolia,2021-08-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4171546,https://ikon.mn/,2184602,1986944
Mongolia,2021-08-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4173071,https://ikon.mn/,2185468,1987603
Mongolia,2021-08-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4185547,https://ikon.mn/,2192905,1992642
Mongolia,2021-08-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4192146,https://ikon.mn/,2197111,1995035
Mongolia,2021-08-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4198321,https://ikon.mn/,2200824,1997497
Mongolia,2021-08-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4199691,https://ikon.mn/,2201703,1997988
Mongolia,2021-08-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4200827,https://ikon.mn/,2202412,1998415
Mongolia,2021-08-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4206816,https://ikon.mn/,2206071,2000745
Mongolia,2021-08-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4211450,https://ikon.mn/,2208400,2003050
Mongolia,2021-08-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4217855,https://ikon.mn/,2210968,2006887
Mongolia,2021-08-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4224580,https://ikon.mn/,2213422,2011158
Mongolia,2021-08-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4232784,https://ikon.mn/,2216191,2016593
Mongolia,2021-08-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4235613,https://ikon.mn/,2217044,2018569
Mongolia,2021-08-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4236033,https://ikon.mn/,2217139,2018894
Mongolia,2021-08-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4240587,https://ikon.mn/,2218058,2022529
