location,date,vaccine,total_vaccinations
Hong Kong,2021-06-29,Pfizer/BioNTech,2118810
Hong Kong,2021-06-29,Sinovac,1550295
Hong Kong,2021-06-30,Pfizer/BioNTech,2154180
Hong Kong,2021-06-30,Sinovac,1575190
Hong Kong,2021-07-01,Pfizer/BioNTech,2188109
Hong Kong,2021-07-01,Sinovac,1588912
Hong Kong,2021-07-02,Pfizer/BioNTech,2230056
Hong Kong,2021-07-02,Sinovac,1617080
Hong Kong,2021-07-03,Pfizer/BioNTech,2269910
Hong Kong,2021-07-03,Sinovac,1638949
Hong Kong,2021-07-04,Pfizer/BioNTech,2307159
Hong Kong,2021-07-04,Sinovac,1654648
Hong Kong,2021-07-05,Pfizer/BioNTech,2344929
Hong Kong,2021-07-05,Sinovac,1681524
Hong Kong,2021-07-06,Pfizer/BioNTech,2379885
Hong Kong,2021-07-06,Sinovac,1706423
Hong Kong,2021-07-07,Pfizer/BioNTech,2413686
Hong Kong,2021-07-07,Sinovac,1729897
Hong Kong,2021-07-08,Pfizer/BioNTech,2452712
Hong Kong,2021-07-08,Sinovac,1754626
Hong Kong,2021-07-09,Pfizer/BioNTech,2495487
Hong Kong,2021-07-09,Sinovac,1782099
Hong Kong,2021-07-10,Pfizer/BioNTech,2537106
Hong Kong,2021-07-10,Sinovac,1804623
Hong Kong,2021-07-11,Pfizer/BioNTech,2576112
Hong Kong,2021-07-11,Sinovac,1820658
Hong Kong,2021-07-12,Pfizer/BioNTech,2616292
Hong Kong,2021-07-12,Sinovac,1842239
Hong Kong,2021-07-13,Pfizer/BioNTech,2653567
Hong Kong,2021-07-13,Sinovac,1864755
Hong Kong,2021-07-14,Pfizer/BioNTech,2690358
Hong Kong,2021-07-14,Sinovac,1885266
Hong Kong,2021-07-15,Pfizer/BioNTech,2730320
Hong Kong,2021-07-15,Sinovac,1908672
Hong Kong,2021-07-16,Pfizer/BioNTech,2773476
Hong Kong,2021-07-16,Sinovac,1934499
Hong Kong,2021-07-17,Pfizer/BioNTech,2815016
Hong Kong,2021-07-17,Sinovac,1956413
Hong Kong,2021-07-18,Pfizer/BioNTech,2854949
Hong Kong,2021-07-18,Sinovac,1971799
Hong Kong,2021-07-19,Pfizer/BioNTech,2896443
Hong Kong,2021-07-19,Sinovac,1995451
Hong Kong,2021-07-20,Pfizer/BioNTech,2936047
Hong Kong,2021-07-20,Sinovac,2017549
Hong Kong,2021-07-21,Pfizer/BioNTech,2976380
Hong Kong,2021-07-21,Sinovac,2038034
Hong Kong,2021-07-22,Pfizer/BioNTech,3018471
Hong Kong,2021-07-22,Sinovac,2060208
Hong Kong,2021-07-23,Pfizer/BioNTech,3063910
Hong Kong,2021-07-23,Sinovac,2085553
Hong Kong,2021-07-24,Pfizer/BioNTech,3107500
Hong Kong,2021-07-24,Sinovac,2106508
Hong Kong,2021-07-25,Pfizer/BioNTech,3149532
Hong Kong,2021-07-25,Sinovac,2120482
Hong Kong,2021-07-26,Pfizer/BioNTech,3193162
Hong Kong,2021-07-26,Sinovac,2143570
Hong Kong,2021-07-27,Pfizer/BioNTech,3236097
Hong Kong,2021-07-27,Sinovac,2165516
Hong Kong,2021-07-28,Pfizer/BioNTech,3277606
Hong Kong,2021-07-28,Sinovac,2187224
Hong Kong,2021-07-29,Pfizer/BioNTech,3320878
Hong Kong,2021-07-29,Sinovac,2207035
Hong Kong,2021-07-30,Pfizer/BioNTech,3365952
Hong Kong,2021-07-30,Sinovac,2232256
Hong Kong,2021-07-31,Pfizer/BioNTech,3410209
Hong Kong,2021-07-31,Sinovac,2253025
Hong Kong,2021-08-01,Pfizer/BioNTech,3452402
Hong Kong,2021-08-01,Sinovac,2266622
Hong Kong,2021-08-02,Pfizer/BioNTech,3496629
Hong Kong,2021-08-02,Sinovac,2291444
Hong Kong,2021-08-03,Pfizer/BioNTech,3540915
Hong Kong,2021-08-03,Sinovac,2316076
Hong Kong,2021-08-04,Pfizer/BioNTech,3585406
Hong Kong,2021-08-04,Sinovac,2337018
Hong Kong,2021-08-05,Pfizer/BioNTech,3631228
Hong Kong,2021-08-05,Sinovac,2358389
Hong Kong,2021-08-06,Pfizer/BioNTech,3678154
Hong Kong,2021-08-06,Sinovac,2381991
Hong Kong,2021-08-07,Pfizer/BioNTech,3723897
Hong Kong,2021-08-07,Sinovac,2400858
Hong Kong,2021-08-08,Pfizer/BioNTech,3768024
Hong Kong,2021-08-08,Sinovac,2412112
Hong Kong,2021-08-09,Pfizer/BioNTech,3814220
Hong Kong,2021-08-09,Sinovac,2434628
Hong Kong,2021-08-10,Pfizer/BioNTech,3860923
Hong Kong,2021-08-10,Sinovac,2454743
Hong Kong,2021-08-11,Pfizer/BioNTech,3907828
Hong Kong,2021-08-11,Sinovac,2473328
Hong Kong,2021-08-12,Pfizer/BioNTech,3954137
Hong Kong,2021-08-12,Sinovac,2493008
Hong Kong,2021-08-13,Pfizer/BioNTech,4001803
Hong Kong,2021-08-13,Sinovac,2513860
Hong Kong,2021-08-14,Pfizer/BioNTech,4048526
Hong Kong,2021-08-14,Sinovac,2531206
Hong Kong,2021-08-15,Pfizer/BioNTech,4092793
Hong Kong,2021-08-15,Sinovac,2542289
Hong Kong,2021-08-16,Pfizer/BioNTech,4138370
Hong Kong,2021-08-16,Sinovac,2561560
