location,date,vaccine,total_vaccinations
Hungary,2021-06-11,Oxford/AstraZeneca,975275
Hungary,2021-06-11,Pfizer/BioNTech,3843891
Hungary,2021-06-11,Sinopharm/Beijing,2011359
Hungary,2021-06-11,Sputnik V,1785529
Hungary,2021-06-18,Johnson&Johnson,90590
Hungary,2021-06-18,Moderna,621859
Hungary,2021-06-18,Oxford/AstraZeneca,1028053
Hungary,2021-06-18,Pfizer/BioNTech,3960029
Hungary,2021-06-18,Sinopharm/Beijing,2041788
Hungary,2021-06-18,Sputnik V,1795354
Hungary,2021-06-25,Johnson&Johnson,95411
Hungary,2021-06-25,Moderna,651937
Hungary,2021-06-25,Oxford/AstraZeneca,1067171
Hungary,2021-06-25,Pfizer/BioNTech,4216713
Hungary,2021-06-25,Sinopharm/Beijing,2058345
Hungary,2021-06-25,Sputnik V,1800468
Hungary,2021-07-02,Johnson&Johnson,97981
Hungary,2021-07-02,Moderna,665069
Hungary,2021-07-02,Oxford/AstraZeneca,1163947
Hungary,2021-07-02,Pfizer/BioNTech,4287642
Hungary,2021-07-02,Sinopharm/Beijing,2069094
Hungary,2021-07-02,Sputnik V,1804223
Hungary,2021-07-09,Johnson&Johnson,102348
Hungary,2021-07-09,Moderna,673173
Hungary,2021-07-09,Oxford/AstraZeneca,1193724
Hungary,2021-07-09,Pfizer/BioNTech,4369334
Hungary,2021-07-09,Sinopharm/Beijing,2078100
Hungary,2021-07-09,Sputnik V,1807295
Hungary,2021-07-16,Johnson&Johnson,107404
Hungary,2021-07-16,Moderna,676956
Hungary,2021-07-16,Oxford/AstraZeneca,1208963
Hungary,2021-07-16,Pfizer/BioNTech,4442145
Hungary,2021-07-16,Sinopharm/Beijing,2084206
Hungary,2021-07-16,Sputnik V,1809163
Hungary,2021-07-23,Johnson&Johnson,113240
Hungary,2021-07-23,Moderna,678658
Hungary,2021-07-23,Oxford/AstraZeneca,1213261
Hungary,2021-07-23,Pfizer/BioNTech,4489652
Hungary,2021-07-23,Sinopharm/Beijing,2089061
Hungary,2021-07-23,Sputnik V,1810703
Hungary,2021-07-27,Johnson&Johnson,116499
Hungary,2021-07-27,Moderna,679335
Hungary,2021-07-27,Oxford/AstraZeneca,1230485
Hungary,2021-07-27,Pfizer/BioNTech,4504436
Hungary,2021-07-27,Sinopharm/Beijing,2091344
Hungary,2021-07-27,Sputnik V,1811507
