date,people_vaccinated,people_fully_vaccinated,total_vaccinations,location,vaccine,source_url,total_boosters
2021-08-02,395743,195086,590829,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-03,398479,195165,593644,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-04,403251,198702,601953,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-05,407591,203184,610775,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-06,411887,211120,623007,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-07,415826,222741,638567,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-08,417070,228175,645245,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-09,418721,230454,649175,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-10,425422,242543,667965,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-11,432806,255138,687944,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-12,438310,271653,709963,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-13,444308,284572,728880,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
