location,date,vaccine,total_vaccinations,people_vaccinated,source_url,people_fully_vaccinated
Montenegro,2021-06-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",274514,147875,https://www.covidodgovor.me/,126639
Montenegro,2021-06-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",275658,147995,https://www.covidodgovor.me/,127663
Montenegro,2021-06-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",276374,148079,https://www.covidodgovor.me/,128295
Montenegro,2021-06-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",278146,148346,https://www.covidodgovor.me/,129800
Montenegro,2021-06-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",279639,148571,https://www.covidodgovor.me/,131068
Montenegro,2021-06-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",281741,149220,https://www.covidodgovor.me/,132521
Montenegro,2021-06-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",285056,149912,https://www.covidodgovor.me/,135144
Montenegro,2021-06-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",285858,149994,https://www.covidodgovor.me/,135864
Montenegro,2021-06-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",286327,150031,https://www.covidodgovor.me/,136296
Montenegro,2021-06-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",287653,150319,https://www.covidodgovor.me/,137334
Montenegro,2021-06-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",288860,150545,https://www.covidodgovor.me/,138315
Montenegro,2021-07-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",290246,151082,https://www.covidodgovor.me/,139164
Montenegro,2021-07-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",291621,151655,https://www.covidodgovor.me/,139966
Montenegro,2021-07-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",292815,152306,https://www.covidodgovor.me/,140509
