location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Lebanon,2021-03-09,Pfizer/BioNTech,64974,https://impact.cib.gov.lb/home/dashboard/vaccine,,
Lebanon,2021-03-10,Pfizer/BioNTech,87216,https://impact.cib.gov.lb/home/dashboard/vaccine,75341,11875
Lebanon,2021-03-11,Pfizer/BioNTech,91967,https://impact.cib.gov.lb/home/dashboard/vaccine,76883,15084
Lebanon,2021-03-12,Pfizer/BioNTech,95888,https://impact.cib.gov.lb/home/dashboard/vaccine,78177,17711
Lebanon,2021-03-15,Pfizer/BioNTech,104725,https://impact.cib.gov.lb/home/dashboard/vaccine,81802,22923
Lebanon,2021-03-16,Pfizer/BioNTech,115164,https://impact.cib.gov.lb/home/dashboard/vaccine,86098,29066
Lebanon,2021-03-17,Pfizer/BioNTech,120890,https://impact.cib.gov.lb/home/dashboard/vaccine,88219,32671
Lebanon,2021-03-18,Pfizer/BioNTech,129487,https://impact.cib.gov.lb/home/dashboard/vaccine,90974,38513
Lebanon,2021-03-19,Pfizer/BioNTech,135277,https://impact.cib.gov.lb/home/dashboard/vaccine,92573,42704
Lebanon,2021-03-20,Pfizer/BioNTech,135349,https://impact.cib.gov.lb/home/dashboard/vaccine,92597,42752
Lebanon,2021-03-21,Pfizer/BioNTech,138420,https://impact.cib.gov.lb/home/dashboard/vaccine,93801,44619
Lebanon,2021-03-22,Pfizer/BioNTech,148119,https://impact.cib.gov.lb/home/dashboard/vaccine,98022,50097
Lebanon,2021-03-23,Pfizer/BioNTech,158018,https://impact.cib.gov.lb/home/dashboard/vaccine,102363,55655
Lebanon,2021-03-24,Pfizer/BioNTech,166015,https://impact.cib.gov.lb/home/dashboard/vaccine,105534,60481
Lebanon,2021-03-25,Pfizer/BioNTech,174031,https://impact.cib.gov.lb/home/dashboard/vaccine,108630,65401
Lebanon,2021-03-26,Pfizer/BioNTech,180074,https://impact.cib.gov.lb/home/dashboard/vaccine,111019,69055
Lebanon,2021-03-27,Pfizer/BioNTech,181127,https://impact.cib.gov.lb/home/dashboard/vaccine,111517,69610
Lebanon,2021-03-28,Pfizer/BioNTech,186712,https://impact.cib.gov.lb/home/dashboard/vaccine,114730,71982
Lebanon,2021-03-29,Pfizer/BioNTech,193903,https://impact.cib.gov.lb/home/dashboard/vaccine,118998,74905
Lebanon,2021-03-30,Pfizer/BioNTech,207647,https://impact.cib.gov.lb/home/dashboard/vaccine,127913,79734
Lebanon,2021-03-31,Pfizer/BioNTech,216286,https://impact.cib.gov.lb/home/dashboard/vaccine,133294,82992
Lebanon,2021-04-01,Pfizer/BioNTech,222332,https://impact.cib.gov.lb/home/dashboard/vaccine,136761,85571
Lebanon,2021-04-02,Pfizer/BioNTech,225708,https://impact.cib.gov.lb/home/dashboard/vaccine,138558,87150
Lebanon,2021-04-03,Pfizer/BioNTech,225842,https://impact.cib.gov.lb/home/dashboard/vaccine,138610,87232
Lebanon,2021-04-04,Pfizer/BioNTech,228050,https://impact.cib.gov.lb/home/dashboard/vaccine,139855,88195
Lebanon,2021-04-05,Pfizer/BioNTech,235303,https://impact.cib.gov.lb/home/dashboard/vaccine,144264,91039
Lebanon,2021-04-06,Pfizer/BioNTech,244772,https://impact.cib.gov.lb/home/dashboard/vaccine,150660,94112
Lebanon,2021-04-07,Pfizer/BioNTech,259153,https://impact.cib.gov.lb/home/dashboard/vaccine,161164,97989
Lebanon,2021-04-08,Pfizer/BioNTech,268578,https://impact.cib.gov.lb/home/dashboard/vaccine,167957,100621
Lebanon,2021-04-09,Pfizer/BioNTech,272379,https://impact.cib.gov.lb/home/dashboard/vaccine,170506,101873
Lebanon,2021-04-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",273587,https://impact.cib.gov.lb/home/dashboard/vaccine,170571,103016
Lebanon,2021-04-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",285966,https://impact.cib.gov.lb/home/dashboard/vaccine,178155,107811
Lebanon,2021-04-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",296165,https://impact.cib.gov.lb/home/dashboard/vaccine,184109,112056
Lebanon,2021-04-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",296168,https://impact.cib.gov.lb/home/dashboard/vaccine,184111,112057
Lebanon,2021-04-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",320623,https://impact.cib.gov.lb/home/dashboard/vaccine,198763,121860
Lebanon,2021-04-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",322647,https://impact.cib.gov.lb/home/dashboard/vaccine,199999,122648
Lebanon,2021-04-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",322768,https://impact.cib.gov.lb/home/dashboard/vaccine,200111,122657
Lebanon,2021-04-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",329452,https://impact.cib.gov.lb/home/dashboard/vaccine,204564,124888
Lebanon,2021-04-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",343286,https://impact.cib.gov.lb/home/dashboard/vaccine,213168,130118
Lebanon,2021-04-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",351792,https://impact.cib.gov.lb/home/dashboard/vaccine,217778,134014
Lebanon,2021-04-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",408532,https://impact.cib.gov.lb/home/dashboard/vaccine,267582,140950
Lebanon,2021-04-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",415562,https://impact.cib.gov.lb/home/dashboard/vaccine,271335,144227
Lebanon,2021-04-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",421905,https://impact.cib.gov.lb/home/dashboard/vaccine,274263,147642
Lebanon,2021-04-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",438268,https://impact.cib.gov.lb/home/dashboard/vaccine,282456,155812
Lebanon,2021-04-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",455275,https://impact.cib.gov.lb/home/dashboard/vaccine,290216,165059
Lebanon,2021-04-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",461160,https://impact.cib.gov.lb/home/dashboard/vaccine,293030,168130
Lebanon,2021-04-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",461726,https://impact.cib.gov.lb/home/dashboard/vaccine,293260,168466
Lebanon,2021-05-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",461758,https://impact.cib.gov.lb/home/dashboard/vaccine,293277,168481
Lebanon,2021-05-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",465909,https://impact.cib.gov.lb/home/dashboard/vaccine,294945,170964
Lebanon,2021-05-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",473740,https://impact.cib.gov.lb/home/dashboard/vaccine,298835,174905
Lebanon,2021-05-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",487974,https://impact.cib.gov.lb/home/dashboard/vaccine,307573,180401
Lebanon,2021-05-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",500984,https://impact.cib.gov.lb/home/dashboard/vaccine,317612,183372
Lebanon,2021-05-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",509705,https://impact.cib.gov.lb/home/dashboard/vaccine,325383,184322
Lebanon,2021-05-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",581068,https://impact.cib.gov.lb/home/dashboard/vaccine,377044,204024
Lebanon,2021-05-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",581518,https://impact.cib.gov.lb/home/dashboard/vaccine,377487,204031
Lebanon,2021-05-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",586734,https://impact.cib.gov.lb/home/dashboard/vaccine,382219,204515
Lebanon,2021-05-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",606994,https://impact.cib.gov.lb/home/dashboard/vaccine,399742,207252
Lebanon,2021-05-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",618414,https://impact.cib.gov.lb/home/dashboard/vaccine,410328,208086
Lebanon,2021-05-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",631679,https://impact.cib.gov.lb/home/dashboard/vaccine,421523,210156
Lebanon,2021-05-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",651850,https://impact.cib.gov.lb/home/dashboard/vaccine,436484,215366
Lebanon,2021-05-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",661049,https://impact.cib.gov.lb/home/dashboard/vaccine,443737,217312
Lebanon,2021-05-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",661609,https://impact.cib.gov.lb/home/dashboard/vaccine,444282,217327
Lebanon,2021-05-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",664814,https://impact.cib.gov.lb/home/dashboard/vaccine,446633,218181
Lebanon,2021-05-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",678178,https://impact.cib.gov.lb/home/dashboard/vaccine,455766,222412
Lebanon,2021-05-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",682096,https://impact.cib.gov.lb/home/dashboard/vaccine,458915,223181
Lebanon,2021-05-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",715286,https://impact.cib.gov.lb/home/dashboard/vaccine,479863,235423
Lebanon,2021-05-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",725333,https://impact.cib.gov.lb/home/dashboard/vaccine,486638,238695
Lebanon,2021-05-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",737328,https://impact.cib.gov.lb/home/dashboard/vaccine,496596,240732
Lebanon,2021-05-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",742365,https://impact.cib.gov.lb/home/dashboard/vaccine,501061,241304
Lebanon,2021-05-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",752172,https://impact.cib.gov.lb/home/dashboard/vaccine,507853,244319
Lebanon,2021-05-31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",774435,https://impact.cib.gov.lb/home/dashboard/vaccine,521645,252790
Lebanon,2021-06-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",800140,https://impact.cib.gov.lb/home/dashboard/vaccine,535694,264446
Lebanon,2021-06-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",819518,https://impact.cib.gov.lb/home/dashboard/vaccine,546388,273130
Lebanon,2021-06-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",848020,https://impact.cib.gov.lb/home/dashboard/vaccine,563270,284750
Lebanon,2021-06-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",849471,https://impact.cib.gov.lb/home/dashboard/vaccine,564476,284995
Lebanon,2021-06-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",852090,https://impact.cib.gov.lb/home/dashboard/vaccine,566738,285352
Lebanon,2021-06-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",863134,https://impact.cib.gov.lb/home/dashboard/vaccine,574301,288833
Lebanon,2021-06-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",886996,https://impact.cib.gov.lb/home/dashboard/vaccine,589810,297186
Lebanon,2021-06-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",907418,https://impact.cib.gov.lb/home/dashboard/vaccine,602419,304999
Lebanon,2021-06-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",928148,https://impact.cib.gov.lb/home/dashboard/vaccine,617035,311113
Lebanon,2021-06-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",948962,https://impact.cib.gov.lb/home/dashboard/vaccine,633877,315085
Lebanon,2021-06-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",963223,https://impact.cib.gov.lb/home/dashboard/vaccine,646546,316677
Lebanon,2021-06-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",985318,https://impact.cib.gov.lb/home/dashboard/vaccine,668318,317000
Lebanon,2021-06-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1010867,https://impact.cib.gov.lb/home/dashboard/vaccine,689509,321358
Lebanon,2021-06-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1031639,https://impact.cib.gov.lb/home/dashboard/vaccine,701602,330037
Lebanon,2021-06-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1058472,https://impact.cib.gov.lb/home/dashboard/vaccine,716565,341907
Lebanon,2021-06-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1061450,https://impact.cib.gov.lb/home/dashboard/vaccine,718199,343251
Lebanon,2021-06-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1111588,https://impact.cib.gov.lb/home/dashboard/vaccine,747426,364162
Lebanon,2021-06-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1126981,https://impact.cib.gov.lb/home/dashboard/vaccine,758974,368007
Lebanon,2021-06-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1128719,https://impact.cib.gov.lb/home/dashboard/vaccine,760592,368127
Lebanon,2021-06-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1130669,https://impact.cib.gov.lb/home/dashboard/vaccine,761818,368851
Lebanon,2021-06-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1175505,https://impact.cib.gov.lb/home/dashboard/vaccine,794834,380671
Lebanon,2021-06-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1195748,https://impact.cib.gov.lb/home/dashboard/vaccine,809864,385884
Lebanon,2021-06-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1243726,https://impact.cib.gov.lb/home/dashboard/vaccine,846312,397414
Lebanon,2021-06-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1247265,https://impact.cib.gov.lb/home/dashboard/vaccine,849525,397740
Lebanon,2021-06-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1253918,https://impact.cib.gov.lb/home/dashboard/vaccine,852887,401031
Lebanon,2021-06-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1285387,https://impact.cib.gov.lb/home/dashboard/vaccine,870901,414486
Lebanon,2021-06-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1312854,https://impact.cib.gov.lb/home/dashboard/vaccine,886953,425901
Lebanon,2021-06-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1349156,https://impact.cib.gov.lb/home/dashboard/vaccine,909523,439633
Lebanon,2021-07-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1359215,https://impact.cib.gov.lb/home/dashboard/vaccine,914967,444248
Lebanon,2021-07-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1376600,https://impact.cib.gov.lb/home/dashboard/vaccine,925393,451207
Lebanon,2021-07-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1378232,https://impact.cib.gov.lb/home/dashboard/vaccine,926962,451270
Lebanon,2021-07-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1379853,https://impact.cib.gov.lb/home/dashboard/vaccine,928112,451741
Lebanon,2021-07-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1391249,https://impact.cib.gov.lb/home/dashboard/vaccine,936652,454597
Lebanon,2021-07-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1410729,https://impact.cib.gov.lb/home/dashboard/vaccine,947181,463548
Lebanon,2021-07-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1479710,https://impact.cib.gov.lb/home/dashboard/vaccine,976771,502939
Lebanon,2021-07-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1518261,https://impact.cib.gov.lb/home/dashboard/vaccine,993893,524368
Lebanon,2021-07-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1534259,https://impact.cib.gov.lb/home/dashboard/vaccine,1003157,531102
Lebanon,2021-07-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1536617,https://impact.cib.gov.lb/home/dashboard/vaccine,1004731,531886
Lebanon,2021-07-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1541843,https://impact.cib.gov.lb/home/dashboard/vaccine,1007250,534593
Lebanon,2021-07-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1565593,https://impact.cib.gov.lb/home/dashboard/vaccine,1017413,548180
Lebanon,2021-07-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1634510,https://impact.cib.gov.lb/home/dashboard/vaccine,1035976,598534
Lebanon,2021-07-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1666942,https://impact.cib.gov.lb/home/dashboard/vaccine,1043698,623244
Lebanon,2021-07-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1696233,https://impact.cib.gov.lb/home/dashboard/vaccine,1049566,646667
Lebanon,2021-07-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1698262,https://impact.cib.gov.lb/home/dashboard/vaccine,1049953,648309
Lebanon,2021-07-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1700044,https://impact.cib.gov.lb/home/dashboard/vaccine,1050264,649780
Lebanon,2021-07-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1700905,https://impact.cib.gov.lb/home/dashboard/vaccine,1050411,650494
Lebanon,2021-07-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1726157,https://impact.cib.gov.lb/home/dashboard/vaccine,1059349,666808
Lebanon,2021-07-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1728455,https://impact.cib.gov.lb/home/dashboard/vaccine,1059942,668513
Lebanon,2021-07-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1747519,https://impact.cib.gov.lb/home/dashboard/vaccine,1062845,684674
Lebanon,2021-07-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1781582,https://impact.cib.gov.lb/home/dashboard/vaccine,1070745,710837
Lebanon,2021-07-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1782367,https://impact.cib.gov.lb/home/dashboard/vaccine,1071033,711334
Lebanon,2021-07-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1786506,https://impact.cib.gov.lb/home/dashboard/vaccine,1072498,714008
Lebanon,2021-07-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1807133,https://impact.cib.gov.lb/home/dashboard/vaccine,1077758,729375
Lebanon,2021-07-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1838151,https://impact.cib.gov.lb/home/dashboard/vaccine,1084513,753638
Lebanon,2021-07-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1873116,https://impact.cib.gov.lb/home/dashboard/vaccine,1092004,781112
Lebanon,2021-07-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1900910,https://impact.cib.gov.lb/home/dashboard/vaccine,1098232,802678
