location,date,vaccine,total_vaccinations,people_vaccinated,people_fully_vaccinated,source_url
Suriname,2021-05-01,Oxford/AstraZeneca,39953,39953,0,https://laatjevaccineren.sr/
Suriname,2021-05-04,Oxford/AstraZeneca,41287,41205,82,https://laatjevaccineren.sr/
Suriname,2021-05-07,Oxford/AstraZeneca,43888,43636,252,https://laatjevaccineren.sr/
Suriname,2021-05-08,Oxford/AstraZeneca,45420,44918,502,https://laatjevaccineren.sr/
Suriname,2021-05-11,Oxford/AstraZeneca,48185,47453,732,https://laatjevaccineren.sr/
Suriname,2021-05-13,Oxford/AstraZeneca,49902,48904,998,https://laatjevaccineren.sr/
Suriname,2021-05-15,Oxford/AstraZeneca,51573,49961,1612,https://laatjevaccineren.sr/
Suriname,2021-05-17,Oxford/AstraZeneca,54162,52109,2053,https://laatjevaccineren.sr/
Suriname,2021-05-19,Oxford/AstraZeneca,57362,54837,2525,https://laatjevaccineren.sr/
Suriname,2021-05-20,Oxford/AstraZeneca,64793,60319,4474,https://laatjevaccineren.sr/
Suriname,2021-05-21,Oxford/AstraZeneca,68301,62862,5439,https://laatjevaccineren.sr/
Suriname,2021-05-23,Oxford/AstraZeneca,74120,64866,9254,https://laatjevaccineren.sr/
Suriname,2021-05-25,Oxford/AstraZeneca,76462,65675,10787,https://laatjevaccineren.sr/
Suriname,2021-05-26,Oxford/AstraZeneca,78542,66623,11919,https://laatjevaccineren.sr/
Suriname,2021-05-28,Oxford/AstraZeneca,80716,67472,13244,https://laatjevaccineren.sr/
Suriname,2021-05-29,Oxford/AstraZeneca,82943,68441,14502,https://laatjevaccineren.sr/
Suriname,2021-06-01,Oxford/AstraZeneca,85174,69226,15948,https://laatjevaccineren.sr/
Suriname,2021-06-02,Oxford/AstraZeneca,87508,70336,17172,https://laatjevaccineren.sr/
Suriname,2021-06-03,Oxford/AstraZeneca,90052,71396,18656,https://laatjevaccineren.sr/
Suriname,2021-06-05,Oxford/AstraZeneca,96708,75013,21155,https://laatjevaccineren.sr/
Suriname,2021-06-06,Oxford/AstraZeneca,102612,80816,21256,https://laatjevaccineren.sr/
Suriname,2021-06-07,Oxford/AstraZeneca,108076,86640,21436,https://laatjevaccineren.sr/
Suriname,2021-06-08,Oxford/AstraZeneca,110393,88708,21658,https://laatjevaccineren.sr/
Suriname,2021-06-09,Oxford/AstraZeneca,112200,90029,22171,https://laatjevaccineren.sr/
Suriname,2021-06-12,Oxford/AstraZeneca,127078,101781,25297,https://laatjevaccineren.sr/
Suriname,2021-06-13,Oxford/AstraZeneca,136853,110920,25933,https://laatjevaccineren.sr/
Suriname,2021-06-14,Oxford/AstraZeneca,144415,118124,26291,https://laatjevaccineren.sr/
Suriname,2021-06-15,Oxford/AstraZeneca,146567,119956,26529,https://laatjevaccineren.sr/
Suriname,2021-06-16,Oxford/AstraZeneca,155669,127363,28306,https://laatjevaccineren.sr/
Suriname,2021-06-18,Oxford/AstraZeneca,165785,135354,30431,https://laatjevaccineren.sr/
Suriname,2021-06-20,Oxford/AstraZeneca,175694,144662,31032,https://laatjevaccineren.sr/
Suriname,2021-06-21,Oxford/AstraZeneca,177228,145832,31396,https://laatjevaccineren.sr/
Suriname,2021-06-23,Oxford/AstraZeneca,182331,149697,32634,https://laatjevaccineren.sr/
Suriname,2021-06-24,Oxford/AstraZeneca,184446,151208,33238,https://laatjevaccineren.sr/
Suriname,2021-06-25,Oxford/AstraZeneca,187306,153121,34185,https://laatjevaccineren.sr/
Suriname,2021-06-27,Oxford/AstraZeneca,191963,157459,34504,https://laatjevaccineren.sr/
Suriname,2021-06-28,Oxford/AstraZeneca,192975,157982,34993,https://laatjevaccineren.sr/
Suriname,2021-06-30,Oxford/AstraZeneca,196194,160268,35926,https://laatjevaccineren.sr/
Suriname,2021-07-01,Oxford/AstraZeneca,197723,161525,36198,https://laatjevaccineren.sr/
Suriname,2021-07-02,Oxford/AstraZeneca,199471,162516,36955,https://laatjevaccineren.sr/
Suriname,2021-07-04,Oxford/AstraZeneca,201810,164396,37414,https://laatjevaccineren.sr/
Suriname,2021-07-05,Oxford/AstraZeneca,202764,164903,37861,https://laatjevaccineren.sr/
Suriname,2021-07-06,Oxford/AstraZeneca,203963,165456,38507,https://laatjevaccineren.sr/
Suriname,2021-07-07,Oxford/AstraZeneca,205351,166063,39288,https://laatjevaccineren.sr/
Suriname,2021-07-09,Oxford/AstraZeneca,208227,167560,40667,https://laatjevaccineren.sr/
Suriname,2021-07-11,Oxford/AstraZeneca,209491,168570,40921,https://laatjevaccineren.sr/
Suriname,2021-07-12,Oxford/AstraZeneca,215851,173978,41873,https://laatjevaccineren.sr/
