location,date,vaccine,total_vaccinations,people_vaccinated,source_url,people_fully_vaccinated
Moldova,2021-04-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",67085,67085,https://vaccinare.gov.md/,0
Moldova,2021-04-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",71780,71780,https://vaccinare.gov.md/,0
Moldova,2021-04-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",78665,,https://vaccinare.gov.md/,
Moldova,2021-04-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",86016,78019,https://vaccinare.gov.md/,7997
Moldova,2021-04-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",91743,82267,https://vaccinare.gov.md/,9476
Moldova,2021-04-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",93466,83641,https://vaccinare.gov.md/,9825
Moldova,2021-04-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",96372,86131,https://vaccinare.gov.md/,10241
Moldova,2021-04-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",99639,88824,https://vaccinare.gov.md/,10815
Moldova,2021-04-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",109899,98541,https://vaccinare.gov.md/,11358
Moldova,2021-04-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",120254,108760,https://vaccinare.gov.md/,11494
Moldova,2021-04-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",124695,113135,https://vaccinare.gov.md/,11560
Moldova,2021-04-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",132600,119583,https://vaccinare.gov.md/,13017
Moldova,2021-04-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",139505,124505,https://vaccinare.gov.md/,15000
Moldova,2021-04-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",145117,128587,https://vaccinare.gov.md/,16530
Moldova,2021-04-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",147315,130218,https://vaccinare.gov.md/,17097
Moldova,2021-05-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",150384,132065,https://vaccinare.gov.md/,18319
Moldova,2021-05-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",160476,140174,https://vaccinare.gov.md/,20302
Moldova,2021-05-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",171820,150173,https://vaccinare.gov.md/,21647
Moldova,2021-05-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",182717,159420,https://vaccinare.gov.md/,23297
Moldova,2021-05-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",184660,161266,https://vaccinare.gov.md/,23394
Moldova,2021-05-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",185292,161849,https://vaccinare.gov.md/,23443
Moldova,2021-05-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",192845,167476,https://vaccinare.gov.md/,25369
Moldova,2021-05-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",202883,175754,https://vaccinare.gov.md/,27129
Moldova,2021-05-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",216740,187446,https://vaccinare.gov.md/,29294
Moldova,2021-05-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",228971,197548,https://vaccinare.gov.md/,31423
Moldova,2021-05-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",233603,201838,https://vaccinare.gov.md/,31765
Moldova,2021-05-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",242946,209881,https://vaccinare.gov.md/,33065
Moldova,2021-05-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",253310,219004,https://vaccinare.gov.md/,34306
Moldova,2021-05-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",264380,228911,https://vaccinare.gov.md/,35469
Moldova,2021-05-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",275627,239094,https://vaccinare.gov.md/,36533
Moldova,2021-05-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",288097,250034,https://vaccinare.gov.md/,38063
Moldova,2021-05-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",294794,256175,https://vaccinare.gov.md/,38619
Moldova,2021-05-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",298553,259809,https://vaccinare.gov.md/,38744
Moldova,2021-05-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",306610,266238,https://vaccinare.gov.md/,40372
Moldova,2021-05-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",351843,301175,https://vaccinare.gov.md/,50668
Moldova,2021-05-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",376969,316382,https://vaccinare.gov.md/,60587
Moldova,2021-05-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",398609,328268,https://vaccinare.gov.md/,70341
Moldova,2021-05-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",406758,333875,https://vaccinare.gov.md/,72883
Moldova,2021-05-31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",416814,340151,https://vaccinare.gov.md/,76663
Moldova,2021-06-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",426086,344826,https://vaccinare.gov.md/,81260
Moldova,2021-06-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",439049,349748,https://vaccinare.gov.md/,89301
Moldova,2021-06-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",465028,360070,https://vaccinare.gov.md/,104958
Moldova,2021-06-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",469665,362421,https://vaccinare.gov.md/,107244
Moldova,2021-06-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",470718,363188,https://vaccinare.gov.md/,107530
Moldova,2021-06-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",480131,366599,https://vaccinare.gov.md/,113532
Moldova,2021-06-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",501896,374041,https://vaccinare.gov.md/,127855
Moldova,2021-06-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",512205,377714,https://vaccinare.gov.md/,134491
Moldova,2021-06-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",522848,381141,https://vaccinare.gov.md/,141707
Moldova,2021-06-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",528421,382803,https://vaccinare.gov.md/,145618
Moldova,2021-06-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",530364,383429,https://vaccinare.gov.md/,146935
Moldova,2021-06-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",538879,385969,https://vaccinare.gov.md/,152910
Moldova,2021-06-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",556597,388808,https://vaccinare.gov.md/,167789
Moldova,2021-06-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",577763,391279,https://vaccinare.gov.md/,186484
Moldova,2021-06-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",597494,394554,https://vaccinare.gov.md/,202940
Moldova,2021-06-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",613587,397151,https://vaccinare.gov.md/,216436
Moldova,2021-06-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",618217,398376,https://vaccinare.gov.md/,219841
Moldova,2021-06-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",631346,401379,https://vaccinare.gov.md/,229967
Moldova,2021-06-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",642482,404766,https://vaccinare.gov.md/,237716
Moldova,2021-06-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",655537,410648,https://vaccinare.gov.md/,244889
Moldova,2021-06-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",667835,417565,https://vaccinare.gov.md/,250270
Moldova,2021-06-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",680298,424419,https://vaccinare.gov.md/,255879
Moldova,2021-06-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",688125,430483,https://vaccinare.gov.md/,257642
Moldova,2021-06-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",696911,435687,https://vaccinare.gov.md/,261224
Moldova,2021-06-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",706942,441619,https://vaccinare.gov.md/,265323
Moldova,2021-06-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",726970,453142,https://vaccinare.gov.md/,273828
Moldova,2021-07-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",735965,458077,https://vaccinare.gov.md/,277888
Moldova,2021-07-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",739402,460117,https://vaccinare.gov.md/,279285
Moldova,2021-07-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",740317,460800,https://vaccinare.gov.md/,279517
Moldova,2021-07-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",746463,464080,https://vaccinare.gov.md/,282383
Moldova,2021-07-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",755391,468103,https://vaccinare.gov.md/,287288
